"_id","ReportedYear","Category","Subtype","AssaultSubtype","Sex","AgeGroup","AgeCohort","Count_"
113,2015,"Crimes Against the Person","Assault","Other","M","Youth","12-17","543"
114,2015,"Crimes Against the Person","Assault","Other","U","Adult","18-24","1"
115,2015,"Crimes Against the Person","Assault","Other","U","Adult","45-54","1"
116,2015,"Crimes Against the Person","Other","N/A","F","Adult","18-24","533"
117,2015,"Crimes Against the Person","Other","N/A","F","Adult","25-34","858"
118,2015,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","29"
119,2015,"Crimes Against the Person","Other","N/A","F","Adult","35-44","575"
120,2015,"Crimes Against the Person","Robbery","N/A","M","Youth","12-17","615"
121,2015,"Crimes Against the Person","Other","N/A","F","Adult","45-54","409"
122,2015,"Crimes Against the Person","Robbery","N/A","U","Adult","18-24","1"
123,2015,"Crimes Against the Person","Other","N/A","F","Adult","55-64","184"
124,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18-24","475"
125,2015,"Crimes Against the Person","Other","N/A","F","Adult","65+","125"
126,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25-34","362"
127,2015,"Crimes Against the Person","Other","N/A","F","Child","<12","64"
128,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35-44","180"
129,2015,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","77"
130,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45-54","114"
131,2015,"Crimes Against the Person","Other","N/A","F","Youth","12-17","261"
132,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55-64","35"
133,2015,"Crimes Against the Person","Other","N/A","M","Adult","18-24","297"
134,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","33"
135,2015,"Crimes Against the Person","Other","N/A","M","Adult","25-34","486"
136,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","233"
137,2015,"Crimes Against the Person","Other","N/A","M","Adult","35-44","463"
138,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","22"
139,2015,"Crimes Against the Person","Other","N/A","M","Adult","45-54","441"
140,2015,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12-17","409"
141,2015,"Crimes Against the Person","Other","N/A","M","Adult","55-64","260"
142,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18-24","41"
143,2015,"Crimes Against the Person","Other","N/A","M","Adult","65+","140"
144,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25-34","31"
145,2015,"Crimes Against the Person","Other","N/A","M","Child","<12","89"
146,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35-44","15"
147,2015,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","170"
148,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45-54","14"
149,2015,"Crimes Against the Person","Other","N/A","M","Youth","12-17","173"
150,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55-64","4"
151,2015,"Crimes Against the Person","Other","N/A","U","Adult","25-34","1"
152,2015,"Crimes Against the Person","Other","N/A","U","Adult","35-44","1"
153,2015,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","6"
154,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","18-24","190"
155,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","25-34","175"
156,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","35-44","109"
157,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","45-54","136"
158,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","55-64","78"
159,2015,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","61"
160,2015,"Crimes Against the Person","Robbery","N/A","F","Child","<12","8"
161,2015,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","10"
162,2015,"Crimes Against the Person","Robbery","N/A","F","Youth","12-17","66"
163,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","18-24","634"
164,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","25-34","404"
165,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","35-44","200"
166,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","45-54","227"
167,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","55-64","154"
168,2015,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","94"
169,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","9"
170,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","100"
171,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","22"
172,2015,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12-17","70"
173,2016,"Crimes Against the Person","Assault","Aggravated Peace Officer","M","Unknown","Unknown","1"
174,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","18-24","3"
175,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25-34","14"
176,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35-44","5"
177,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45-54","6"
178,2016,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","74"
179,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18-24","3"
180,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25-34","33"
181,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35-44","26"
182,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45-54","13"
183,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55-64","5"
184,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","1"
185,2016,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","276"
186,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","35-44","2"
187,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","45-54","1"
188,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","13"
189,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25-34","1"
190,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45-54","5"
191,2016,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","26"
192,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18-24","11"
193,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25-34","13"
194,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35-44","11"
195,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45-54","2"
196,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55-64","1"
197,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","1"
198,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","9"
199,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18-24","49"
200,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25-34","80"
201,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25-34","17"
202,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35-44","11"
203,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45-54","7"
204,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","55-64","3"
205,2017,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","91"
206,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18-24","4"
207,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25-34","51"
208,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35-44","52"
209,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45-54","32"
210,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55-64","4"
211,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","3"
212,2017,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","301"
213,2017,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","2"
214,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25-34","4"
215,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","8"
216,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","18-24","2"
217,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","25-34","3"
218,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35-44","8"
219,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45-54","3"
220,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55-64","3"
221,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","65+","1"
222,2017,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","30"
223,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18-24","10"
224,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25-34","15"
225,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35-44","3"
226,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45-54","5"
227,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55-64","4"
228,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","7"
229,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18-24","76"
230,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25-34","76"
231,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35-44","31"
232,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45-54","27"
233,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55-64","7"
234,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","4"
235,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","75"
236,2017,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Youth","12-17","2"
237,2017,"Crimes Against the Person","Assault","Other","F","Adult","18-24","1419"
238,2017,"Crimes Against the Person","Assault","Other","F","Adult","25-34","2061"
239,2017,"Crimes Against the Person","Assault","Other","F","Adult","35-44","1375"
240,2017,"Crimes Against the Person","Assault","Other","F","Adult","45-54","999"
241,2017,"Crimes Against the Person","Assault","Other","F","Adult","55-64","489"
242,2017,"Crimes Against the Person","Assault","Other","F","Adult","65+","366"
243,2017,"Crimes Against the Person","Assault","Other","F","Child","<12","290"
244,2017,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","92"
245,2017,"Crimes Against the Person","Assault","Other","F","Youth","12-17","602"
246,2017,"Crimes Against the Person","Assault","Other","M","Adult","18-24","1316"
247,2017,"Crimes Against the Person","Assault","Other","M","Adult","25-34","1935"
248,2017,"Crimes Against the Person","Assault","Other","M","Adult","35-44","1305"
249,2017,"Crimes Against the Person","Assault","Other","M","Adult","45-54","1316"
250,2017,"Crimes Against the Person","Assault","Other","M","Adult","55-64","801"
251,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35-44","42"
252,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45-54","24"
253,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55-64","4"
254,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","2"
255,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","66"
256,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Youth","12-17","1"
257,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Adult","25-34","1"
258,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Adult","35-44","2"
259,2016,"Crimes Against the Person","Assault","Assault Resist Arrest","U","Unknown","Unknown","2"
260,2016,"Crimes Against the Person","Assault","Other","F","Adult","18-24","1498"
261,2016,"Crimes Against the Person","Assault","Other","F","Adult","25-34","2008"
262,2016,"Crimes Against the Person","Assault","Other","F","Adult","35-44","1310"
263,2016,"Crimes Against the Person","Assault","Other","F","Adult","45-54","936"
264,2016,"Crimes Against the Person","Assault","Other","F","Adult","55-64","485"
265,2016,"Crimes Against the Person","Assault","Other","F","Adult","65+","365"
266,2016,"Crimes Against the Person","Assault","Other","F","Child","<12","260"
267,2016,"Crimes Against the Person","Assault","Other","F","Unknown","Unknown","111"
268,2016,"Crimes Against the Person","Assault","Other","F","Youth","12-17","575"
269,2016,"Crimes Against the Person","Assault","Other","M","Adult","18-24","1248"
270,2016,"Crimes Against the Person","Assault","Other","M","Adult","25-34","1857"
271,2016,"Crimes Against the Person","Assault","Other","M","Adult","35-44","1316"
272,2016,"Crimes Against the Person","Assault","Other","M","Adult","45-54","1324"
273,2016,"Crimes Against the Person","Assault","Other","M","Adult","55-64","757"
274,2016,"Crimes Against the Person","Assault","Other","M","Adult","65+","353"
275,2016,"Crimes Against the Person","Assault","Other","M","Child","<12","519"
276,2016,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","180"
277,2016,"Crimes Against the Person","Assault","Other","M","Youth","12-17","624"
278,2016,"Crimes Against the Person","Assault","Other","U","Adult","18-24","1"
279,2016,"Crimes Against the Person","Assault","Other","U","Adult","25-34","1"
280,2016,"Crimes Against the Person","Assault","Other","U","Adult","35-44","1"
281,2016,"Crimes Against the Person","Assault","Other","U","Adult","55-64","1"
282,2016,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","4"
283,2016,"Crimes Against the Person","Other","N/A","F","Adult","18-24","471"
284,2016,"Crimes Against the Person","Other","N/A","F","Adult","25-34","739"
285,2016,"Crimes Against the Person","Other","N/A","F","Adult","35-44","516"
286,2016,"Crimes Against the Person","Other","N/A","F","Adult","45-54","424"
287,2016,"Crimes Against the Person","Other","N/A","F","Adult","55-64","185"
288,2016,"Crimes Against the Person","Other","N/A","F","Adult","65+","102"
289,2016,"Crimes Against the Person","Other","N/A","F","Child","<12","60"
290,2016,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","113"
291,2016,"Crimes Against the Person","Other","N/A","F","Youth","12-17","235"
292,2016,"Crimes Against the Person","Other","N/A","M","Adult","18-24","278"
293,2016,"Crimes Against the Person","Other","N/A","M","Adult","25-34","466"
294,2016,"Crimes Against the Person","Other","N/A","M","Adult","35-44","404"
295,2016,"Crimes Against the Person","Other","N/A","M","Adult","45-54","374"
296,2016,"Crimes Against the Person","Other","N/A","M","Adult","55-64","214"
297,2016,"Crimes Against the Person","Other","N/A","M","Adult","65+","94"
298,2016,"Crimes Against the Person","Other","N/A","M","Child","<12","74"
299,2016,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","172"
300,2016,"Crimes Against the Person","Other","N/A","M","Youth","12-17","148"
301,2014,"Crimes Against the Person","Assault","Other","M","Youth","12-17","558"
302,2014,"Crimes Against the Person","Other","N/A","F","Adult","18-24","476"
303,2014,"Crimes Against the Person","Other","N/A","F","Adult","25-34","689"
304,2014,"Crimes Against the Person","Other","N/A","F","Adult","35-44","497"
305,2014,"Crimes Against the Person","Other","N/A","F","Adult","45-54","399"
306,2014,"Crimes Against the Person","Other","N/A","F","Adult","55-64","194"
307,2014,"Crimes Against the Person","Other","N/A","F","Adult","65+","83"
308,2014,"Crimes Against the Person","Other","N/A","F","Child","<12","68"
309,2014,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","83"
310,2014,"Crimes Against the Person","Other","N/A","F","Youth","12-17","216"
311,2014,"Crimes Against the Person","Other","N/A","M","Adult","18-24","222"
312,2014,"Crimes Against the Person","Other","N/A","M","Adult","25-34","412"
313,2014,"Crimes Against the Person","Other","N/A","M","Adult","35-44","378"
314,2014,"Crimes Against the Person","Other","N/A","M","Adult","45-54","359"
315,2014,"Crimes Against the Person","Other","N/A","M","Adult","55-64","198"
316,2014,"Crimes Against the Person","Other","N/A","M","Adult","65+","95"
317,2014,"Crimes Against the Person","Other","N/A","M","Child","<12","75"
318,2014,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","118"
319,2014,"Crimes Against the Person","Other","N/A","M","Youth","12-17","164"
320,2014,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","3"
321,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","18-24","244"
322,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","25-34","198"
323,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","35-44","120"
324,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","45-54","138"
325,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","55-64","70"
326,2014,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","61"
327,2014,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
328,2014,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","16"
329,2014,"Crimes Against the Person","Robbery","N/A","F","Youth","12-17","70"
330,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","18-24","674"
331,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","25-34","422"
332,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","35-44","223"
333,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","45-54","214"
334,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","55-64","113"
335,2014,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","85"
336,2014,"Crimes Against the Person","Robbery","N/A","M","Child","<12","29"
337,2014,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","29"
338,2014,"Crimes Against the Person","Robbery","N/A","M","Youth","12-17","658"
339,2014,"Crimes Against the Person","Robbery","N/A","U","Adult","25-34","2"
340,2014,"Crimes Against the Person","Robbery","N/A","U","Adult","55-64","1"
341,2014,"Crimes Against the Person","Robbery","N/A","U","Unknown","Unknown","1"
342,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18-24","477"
343,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","25-34","354"
344,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","35-44","154"
345,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","45-54","102"
346,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","55-64","43"
347,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","65+","34"
348,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Child","<12","242"
349,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Unknown","Unknown","23"
350,2014,"Crimes Against the Person","Sexual Violation","N/A","F","Youth","12-17","399"
351,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","18-24","23"
352,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","25-34","29"
353,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","35-44","9"
354,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","45-54","13"
355,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","55-64","7"
356,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Adult","65+","2"
357,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Child","<12","106"
358,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Unknown","Unknown","4"
359,2014,"Crimes Against the Person","Sexual Violation","N/A","M","Youth","12-17","70"
360,2015,"Crimes Against the Person","Assault","Aggravated Peace Officer","F","Unknown","Unknown","1"
361,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","25-34","4"
362,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","35-44","7"
363,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","45-54","2"
364,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Adult","65+","2"
365,2015,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","74"
366,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18-24","1"
367,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25-34","26"
368,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35-44","25"
369,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","45-54","10"
370,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","55-64","3"
371,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","65+","5"
372,2015,"Crimes Against the Person","Assault","Assault Peace Officer","M","Unknown","Unknown","325"
373,2015,"Crimes Against the Person","Assault","Assault Peace Officer","U","Unknown","Unknown","1"
374,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Adult","25-34","1"
375,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","F","Unknown","Unknown","4"
376,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","18-24","1"
377,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","35-44","1"
378,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","45-54","2"
379,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Adult","55-64","1"
380,2015,"Crimes Against the Person","Assault","Assault Peace Officer Weapon/Bodily Harm","M","Unknown","Unknown","21"
381,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","18-24","10"
382,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","25-34","16"
383,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","35-44","4"
384,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","45-54","3"
385,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","55-64","2"
386,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Adult","65+","1"
387,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","F","Unknown","Unknown","7"
388,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","18-24","34"
389,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25-34","84"
390,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35-44","31"
391,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45-54","19"
392,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","55-64","3"
393,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","65+","3"
394,2015,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Unknown","Unknown","86"
395,2015,"Crimes Against the Person","Assault","Other","F","Adult","18-24","1458"
396,2015,"Crimes Against the Person","Assault","Other","F","Adult","25-34","2043"
397,2015,"Crimes Against the Person","Assault","Other","F","Adult","35-44","1268"
398,2015,"Crimes Against the Person","Assault","Other","F","Adult","45-54","973"
399,2015,"Crimes Against the Person","Assault","Other","F","Adult","55-64","438"
400,2015,"Crimes Against the Person","Assault","Other","F","Adult","65+","305"
401,2017,"Crimes Against the Person","Assault","Other","M","Adult","65+","393"
402,2017,"Crimes Against the Person","Assault","Other","M","Child","<12","488"
403,2017,"Crimes Against the Person","Assault","Other","M","Unknown","Unknown","213"
404,2017,"Crimes Against the Person","Assault","Other","M","Youth","12-17","642"
405,2017,"Crimes Against the Person","Assault","Other","U","Adult","25-34","1"
406,2017,"Crimes Against the Person","Assault","Other","U","Adult","45-54","1"
407,2017,"Crimes Against the Person","Assault","Other","U","Child","<12","10"
408,2017,"Crimes Against the Person","Assault","Other","U","Unknown","Unknown","23"
409,2017,"Crimes Against the Person","Other","N/A","F","Adult","18-24","460"
410,2017,"Crimes Against the Person","Other","N/A","F","Adult","25-34","709"
411,2017,"Crimes Against the Person","Other","N/A","F","Adult","35-44","495"
412,2017,"Crimes Against the Person","Other","N/A","F","Adult","45-54","346"
413,2017,"Crimes Against the Person","Other","N/A","F","Adult","55-64","205"
414,2017,"Crimes Against the Person","Other","N/A","F","Adult","65+","102"
415,2017,"Crimes Against the Person","Other","N/A","F","Child","<12","76"
416,2017,"Crimes Against the Person","Other","N/A","F","Unknown","Unknown","136"
417,2017,"Crimes Against the Person","Other","N/A","F","Youth","12-17","231"
418,2017,"Crimes Against the Person","Other","N/A","M","Adult","18-24","293"
419,2017,"Crimes Against the Person","Other","N/A","M","Adult","25-34","485"
420,2017,"Crimes Against the Person","Other","N/A","M","Adult","35-44","390"
421,2017,"Crimes Against the Person","Other","N/A","M","Adult","45-54","369"
422,2017,"Crimes Against the Person","Other","N/A","M","Adult","55-64","214"
423,2017,"Crimes Against the Person","Other","N/A","M","Adult","65+","99"
424,2017,"Crimes Against the Person","Other","N/A","M","Child","<12","61"
425,2017,"Crimes Against the Person","Other","N/A","M","Unknown","Unknown","150"
426,2017,"Crimes Against the Person","Other","N/A","M","Youth","12-17","173"
427,2017,"Crimes Against the Person","Other","N/A","U","Adult","25-34","1"
428,2017,"Crimes Against the Person","Other","N/A","U","Adult","45-54","3"
429,2017,"Crimes Against the Person","Other","N/A","U","Unknown","Unknown","9"
430,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","18-24","214"
431,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","25-34","199"
432,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","35-44","117"
433,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","45-54","141"
434,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","55-64","81"
435,2017,"Crimes Against the Person","Robbery","N/A","F","Adult","65+","46"
436,2017,"Crimes Against the Person","Robbery","N/A","F","Child","<12","6"
437,2017,"Crimes Against the Person","Robbery","N/A","F","Unknown","Unknown","10"
438,2017,"Crimes Against the Person","Robbery","N/A","F","Youth","12-17","95"
439,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","18-24","727"
440,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","25-34","491"
441,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","35-44","258"
442,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","45-54","242"
443,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","55-64","180"
444,2019,"Crimes Against the Person","Assault","Assault Peace Officer","F","Unknown","Unknown","74"
445,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","25-34","77"
446,2017,"Crimes Against the Person","Robbery","N/A","M","Adult","65+","72"
447,2017,"Crimes Against the Person","Robbery","N/A","M","Child","<12","19"
448,2017,"Crimes Against the Person","Robbery","N/A","M","Unknown","Unknown","38"
449,2017,"Crimes Against the Person","Robbery","N/A","M","Youth","12-17","750"
450,2017,"Crimes Against the Person","Robbery","N/A","U","Unknown","Unknown","1"
451,2017,"Crimes Against the Person","Robbery","N/A","U","Youth","12-17","1"
452,2017,"Crimes Against the Person","Sexual Violation","N/A","F","Adult","18-24","514"
453,2019,"Crimes Against the Person","Robbery","N/A","U","Unknown","Unknown","1"
454,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","18-24","7"
455,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","35-44","20"
456,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","25-34","69"
457,2018,"Crimes Against the Person","Assault","Assault Resist Arrest","M","Adult","45-54","26"
458,2019,"Crimes Against the Person","Assault","Assault Peace Officer","M","Adult","35-44","37"
